text,sentiment
şeffaf başlı zeki renkli merhametli,1
uzlaştırıcı kendine güvenen vicdanlı düşünceli,1
cesur nazik yaratıcı kültürlü,1
meraklı cesur nazik terbiyeli,1
belirleyici adanmış derin ağırbaşlı,1
yönetmen disiplinli dramatik saygılı,1
dinamik eğitimli verimli zarif,1
anlamlı empatik enerjik hevesli,1
estetik olağanüstü adil sadık,1
esnek odaklı bağışlayıcı samimi,1
freethinking arkadaş canlı eğlence,1
seven cesur cömert nazik,1
hakiki i̇yi huylu zarif,1
çalışkan sağlıklı içten faydalı,1
dürüst onurlu mütevazı nükteli,1
komik ülkücü yaratıcı etkileyici,1
zekice dürüst bağımsız bireysel,1
yenilikçi zararsız anlaşılır kaygısız,1
akıllı sezgisel yaralanmaz tür,1
bilgi yavaş mantıklı sevimli görmezden geleni affetmeyi bileni,1
sadık bağışlayıcı olgun sistemli görmezden geleni affetmeyi bileni,1
maticulous ılımlı mütevazı çok tesviye,1
temiz amaçlı açık i̇yimser,1
düzenli örgütlü orijinal özenli,1
tutkulu hasta vatansever huzurlu,1
algısal mükemmeliyetçi yakışıklı i̇kna edici,1
şakacı cilalı popüler pratik görmezden geleni affetmeyi bileni,1
kesin ilkeli derin prensipli,1
koruyucu kısmetli ihtiyatlı dakik,1
akılcı gerçekçi yansıtıcı rahat,1
dürüst becerikli saygılı duyarlı,1
saygılı romantik kırsal adaçayı,1
aklı başında bilimsel vicdanlı güvenli,1
özverili özverili hassas duygusal görmezden geleni affetmeyi bileni,1
melek gibi ciddi seksi paylaşım,1
kurnaz basit becerikli ölçülü görmezden geleni affetmeyi bileni,1
sosyal katı sofistike doğal,1
spor kararlı sarsılmaz kuvvetli,1
çalışkan tatlı ince tatlı,1
sempatik sistematik zevkli tam,1
düzenli hoşgörü uysal güven,1
anlayış dik medeni maceraperest,1
canlı ilık hafif sıcak,1
soylu okumuş yönlü genç,1
ey gönül ses etme bekle ya nasip de rabbine bırak,1
bir görüntü vermiş isem özür dilerim,1
koç bu diye sevmek istiyorum,1
içimden geçen yanımda olmanı istiyorum,1
iyi geceler balım seni seviyorum görmezden geleni affetmeyi bileni ,1
iyi kalpli olduğuma tüm kalbimle inanıyorum,1
seni çok severim daha iyi biri olmana gerek yok,1
bu kadar üzüleceğini düşünmedim buna gerek yok,1
neyse canın sağolsun,1
sevgimin güzelliğiydi seni güzelleştiren,1
her zaman gül hayata gülücük şaç gülmeyi benimse,1
çünkü senin bir gülüşün için koca dünyada yaşayan biri mutlaka biri vardır,1
gül filizlendiği günden itibaren güneşe aşıktır görmezden gelen affetmeyi bilen,1
sonunda huzur var,1
bir arkadaşın bir süreliğine yanına geliyor veya sen gidiyorsun eskilerden bir haber alacaksın,1
hayatında büyük önemi olan iki kişinin sana yapacağı önemli bir yardım olacak,1
birinden büyük yardım göreceksin,1
yaşantında tahmin etmediğin bir başarı ve mutluluk yaşayacaksın,1
taşıdığın bütün dertlerinden ardı ardına kurtuluyorsun,1
rahata eriyorsun yaşayacağın her sıkıntıda ailenin yanında olduğunu bilmek sana güven veriyor,1
hislerinin yoğunlaşacağı algılarının açılacağı bir dönemden geçiyorsun,1
buna rağmen sen bunun üstesinden geleceksin,1
üzerinde çok düşünmeden yapacağın bir hamle sana mutluluk getirecek,1
yeni bir arkadaşınla karşılaşıp olan günleri yad etmek seni mutlu edecek,1
hayat yaşamayı mutluluk,1
gülümsemeyi sevgi hak etmeyi,1
vefa hatırlamayı dostluk,1
bir mucizeye ihtiyacınız yok aslında bir mucize olduğunuzu hatırlamaya ihtiyacınız var,1
aslında birbirleriyle ve adaletle dans etmektedir,1
yenik düşüyorsan özlemlerine aldırma sakın sen kalbindeki o uçsuz bucaksız sevgiyi hisset,1
umutsuzluğa düşmeyin ama eğer düşerseniz umutsuzca çalışmaya devam edin,1
uçamıyorsan koş koşamıyorsan yürü eğer yürüyemiyorsan sürün ama hareket etmeye devam et geleceğe ilerlemeyi sürdür,1
ya kaybettiklerin üzerine yoğunlaşırsın ya da geriye kalanlar için savaşırsın,1
sıkıntılı zamanlarında sakın ümidini kesme çalış gayret göster göreceksin ki bir gün güneşli neşeli günler seni kucaklayacaktır,1
hiçbir şey ayağınıza gelmez en azından iyi olan hiçbir şey her şeyi gidip kendiniz almanız gerekir,1
nereye giderseniz gidin ama tüm kalbinizle gidin,1
i̇mkansıza ulaşmanın tek yolu onun mümkün olduğuna inanmaktır,1
henüz hedeflediğim yerde olmayabilirim ancak dün olduğum yerden daha yakınım,1
i̇nandıklarını görenler görmediklerine inananlar arasından çıkar,1
yolunu değiştirmeden devam ettiğin sürece ne kadar yavaş gittiğinin bir önemi yoktur,1
i̇nsanın kendini fethetmesi zaferlerin en büyüğüdür,1
ne kadar ileri gidebileceğini ancak çok uzağa gitmeye cesaret edenler keşfedebilir,1
güzel günler sana gelmez sen onlara yürüyeceksin,1
hayal gücü olmayan insanın kanatları yoktur,1
kişi bir şeye kendini tamamen adadığında tanrı da onun için harekete geçer,1
umudun kapısı aralandığında ayağınızı kapıdan çekmeyin,1
bazı insanlar olmasını ister bazıları olmasını bekler bazıları ise oldurur,1
kaybedecek bir şeyiniz yoksa kazanacak çok şeyiniz var demektir,1
hayatta ya tozu dumana katarsın ya da tozu dumanı yutarsın,1
güneş diz çökenlerden önce ayakta duranların üzerinde parlar,1
vazgeçme kalbin yorulduğunda ayaklarınla yürü ama yola devam et,1
hiçbir zaman kaybetmem ya kazanırım ya da öğrenirim,1
aklın gücünden kuvvetli olan tek şey kalbin cesaretidir,1
bir gün hayatınız bir film şeridi gibi gözlerinizin önünden geçecek bunun izlenmeye değer olduğundan emin olun,1
bulunduğun yer seni memnun etmiyorsa yerini değiştir ağaç değilsin,1
hayat size acıyı zaten getirir sizin sorumluluğunuz neşeyi yaratmaktır,1
pek çok insan gerçekleştirmek üzereyken vazgeçer ancak karşılaştığın bir engelin sonuncusu olmadığını bilemezsin,1
çok şanslısın en azından sana bu düşünde en yararlı olacak kişiyi ikna etmişsin demektir,1
hiçbir zaman vazgeçmeyen bir insanı yenmek çok zordur,1
düşündüğüm şeyler zamanla gerçeğe dönüşüyorsa sadece gerçekleşmesini istediğim şeyleri düşünmem akıllıca olur,1
sabırlı ve dayanıklı ol bir gün bu acı senin için yararlı olacak,1
kazanmaya değiyorsa beklemeye de değer,1
yaptığımız seçimler sonuçta bizim sorumluluğumuzdur,1
i̇nsanlar sıkıldıklarında sıkılmaları öncelikle kendi kendileriyle ilgili olur,1
bilge bir insan kendi kararlarını verir,1
güvenebilmek birine sevmekten çok daha değerlidir bunu zaman geçtikçe anlarsın,1
bu zamanda azraile sorunsuz güvenebilirsin seni kandırmaz ya da güvenini boşa çıkartmaz,1
güven veren kadın en güzelidir gerisi zaten bakımla beraber kuaför ile halledilir,1
bazı kişiler bilgi sahibi olduklarımdan bazı yerlerde kendisini başrol olarak görmekteler,1
çok istediğiniz bir hedef belirleyin sabahları yataktan fırlayarak kalkmanızı sağlayacak kadar çok istediğiniz,1
daha fazla uyuyabilmenin hesabını yapma daha fazla yapabilmenin hesabını yap günaydın,1
yapılacaklar listemin başına her zaman uyan yazarım böylece günde en azından bir şeyi başarmış olurum,1
ne olduğumuzu biliriz fakat ne olabileceğimizi bilmeyiz,1
en küçük düşünceler bile en büyük başarılara dönüşme potansiyeline sahiptir tek yapmanız gereken kalkmak ve başlamak,1
saati seyretme saat gibi yap i̇lerlemeye devam et,1
allah sana nasip ettiği her bir sabah hayattaki amacının henüz gerçekleşmediğinin göstergesidir,1
dün geçmiştir yarın bir gizemdir bugünse hediyedir,1
kısmetsiz köpek sabaha karşı uyuyakalır,1
hayat güzeldir geçen bir gün bir saat bir dakika geri gelmez,1
dünkü sen bugünü şekillendirdi yarın ne olmak istiyorsan onu şekillendirmek için bugün olman gereken sen ol,1
bu sadece başka bir gün değil bu hayallerini gerçekleştirmen için başka bir şans günaydın,1
küçük bir adım belki de olağanüstü bir yolculuğun başlangıcıdır,1
vazgeçme bugün sert yarın daha zor olacak ama yarından sonra güneş doğacak,1
